team_1,team_2,score,manager_1,manager_2,season,game_week
Goiás EC,Santos FC,4:1 (0:0),Manager:   Julinho Camargo,Manager:   Marcelo Fernandes,2015,12
Chapecoense,Grêmio Porto Alegre,1:0 (0:0),Manager:   Vinícius Eutrópio,Manager:   Roger,2015,12
SE Palmeiras,Avaí FC,3:0 (1:0),Manager:   Marcelo Oliveira,Manager:  Gilson Kleina,2015,12
Figueirense,Joinville EC,0:2 (0:1),Manager:   Argél,Manager:   Hemerson Maria,2015,12
Vasco da Gama,São Paulo FC,0:4 (0:2),Manager:   Doriva,Manager:  Juan Carlos Osorio,2015,12
Internacional,Flamengo RJ,1:2 (0:1),Manager:  Diego Aguirre,Manager:   Cristovão Borges,2015,12
Atlético Mineiro,Sport Club Recife,2:1 (0:0),Manager:   Lévir Culpi,Manager:   Eduardo Baptista,2015,12
Corinthians SP,Atlético Paranaense,2:0 (1:0),Manager:   Tite,Manager:   Milton Mendes,2015,12
Fluminense RJ,Cruzeiro EC,1:0 (0:0),Manager:   Enderson Moreira,Manager:   Vanderlei Luxemburgo,2015,12
Santos FC,Figueirense,3:0 (1:0),Manager:   Dorival Júnior,Manager:   Argél,2015,13
Grêmio Porto Alegre,Vasco da Gama,2:0 (0:0),Manager:   Roger,Manager:   Doriva,2015,13
Ponte Preta,Atlético Mineiro,0:2 (0:1),Manager:   Guto Ferreira,Manager:   Lévir Culpi,2015,13
São Paulo FC,Coritiba FC,3:1 (2:0),Manager:  Juan Carlos Osorio,Manager:   Ney Franco,2015,13
Flamengo RJ,Corinthians SP,0:3 (0:2),Manager:   Cristovão Borges,Manager:   Tite,2015,13
Cruzeiro EC,Goiás EC,1:0 (1:0),Manager:   Vanderlei Luxemburgo,Manager:   Julinho Camargo,2015,13
Atlético Paranaense,Fluminense RJ,1:2 (0:0),Manager:   Milton Mendes,Manager:   Enderson Moreira,2015,13
Joinville EC,Internacional,0:2 (0:2),Manager:   Hemerson Maria,Manager:  Diego Aguirre,2015,13
Avaí FC,Chapecoense,2:1 (2:0),Manager:  Gilson Kleina,Manager:   Vinícius Eutrópio,2015,13
Sport Club Recife,SE Palmeiras,2:2 (1:1),Manager:   Eduardo Baptista,Manager:   Marcelo Oliveira,2015,13
Flamengo RJ,Grêmio Porto Alegre,1:0 (1:0),Manager:   Cristovão Borges,Manager:   Roger,2015,14
Internacional,Goiás EC,2:1 (0:0),Manager:  Diego Aguirre,Manager:   Julinho Camargo,2015,14
Corinthians SP,Atlético Mineiro,1:0 (1:0),Manager:   Tite,Manager:   Lévir Culpi,2015,14
Atlético Paranaense,Chapecoense,1:0 (0:0),Manager:   Milton Mendes,Manager:   Vinícius Eutrópio,2015,14
SE Palmeiras,Santos FC,1:0 (1:0),Manager:   Marcelo Oliveira,Manager:   Dorival Júnior,2015,14
Fluminense RJ,Vasco da Gama,1:2 (0:1),Manager:   Enderson Moreira,Manager:   Doriva,2015,14
Figueirense,Coritiba FC,0:0 (0:0),Manager:   Argél,Manager:   Ney Franco,2015,14
Sport Club Recife,São Paulo FC,2:0 (1:0),Manager:   Eduardo Baptista,Manager:  Juan Carlos Osorio,2015,14
Cruzeiro EC,Avaí FC,1:1 (1:0),Manager:   Vanderlei Luxemburgo,Manager:  Gilson Kleina,2015,14
Joinville EC,Ponte Preta,1:1 (0:0),Manager:   Hemerson Maria,Manager:   Guto Ferreira,2015,14
Avaí FC,Atlético Paranaense,1:2 (0:1),Manager:  Gilson Kleina,Manager:   Milton Mendes,2015,15
Grêmio Porto Alegre,Sport Club Recife,1:1 (1:0),Manager:   Roger,Manager:   Eduardo Baptista,2015,15
Atlético Mineiro,Figueirense,1:0 (0:0),Manager:   Lévir Culpi,Manager:   Argél,2015,15
Santos FC,Joinville EC,2:0 (2:0),Manager:   Dorival Júnior,Manager:   Hemerson Maria,2015,15
Chapecoense,Fluminense RJ,2:1 (1:1),Manager:   Vinícius Eutrópio,Manager:   Enderson Moreira,2015,15
São Paulo FC,Cruzeiro EC,1:0 (1:0),Manager:  Juan Carlos Osorio,Manager:   Vanderlei Luxemburgo,2015,15
Ponte Preta,Internacional,0:0 (0:0),Manager:   Guto Ferreira,Manager:  Diego Aguirre,2015,15
Coritiba FC,Corinthians SP,1:1 (0:1),Manager:   Ney Franco,Manager:   Tite,2015,15
Goiás EC,Flamengo RJ,0:1 (0:0),Manager:   Julinho Camargo,Manager:   Cristovão Borges,2015,15
Vasco da Gama,SE Palmeiras,1:4 (0:3),Manager:   Doriva,Manager:   Marcelo Oliveira,2015,15
Corinthians SP,Vasco da Gama,3:0 (0:0),Manager:   Tite,Manager:   Doriva,2015,16
Atlético Mineiro,São Paulo FC,3:1 (3:0),Manager:   Lévir Culpi,Manager:  Juan Carlos Osorio,2015,16
Fluminense RJ,Grêmio Porto Alegre,1:0 (0:0),Manager:   Enderson Moreira,Manager:   Roger,2015,16
SE Palmeiras,Atlético Paranaense,0:1 (0:0),Manager:   Marcelo Oliveira,Manager:   Milton Mendes,2015,16
Coritiba FC,Goiás EC,1:1 (0:0),Manager:   Ney Franco,Manager:   Julinho Camargo,2015,16
Flamengo RJ,Santos FC,2:2 (2:0),Manager:   Cristovão Borges,Manager:   Dorival Júnior,2015,16
Internacional,Chapecoense,0:0 (0:0),Manager:  Diego Aguirre,Manager:   Vinícius Eutrópio,2015,16
Figueirense,Ponte Preta,3:1 (1:0),Manager:   Argél,Manager:   Guto Ferreira,2015,16
Joinville EC,Avaí FC,2:0 (1:0),Manager:   Hemerson Maria,Manager:  Gilson Kleina,2015,16
Sport Club Recife,Cruzeiro EC,0:0 (0:0),Manager:   Eduardo Baptista,Manager:   Vanderlei Luxemburgo,2015,16
Avaí FC,Fluminense RJ,1:0 (1:0),Manager:  Gilson Kleina,Manager:   Enderson Moreira,2015,17
Santos FC,Coritiba FC,3:0 (2:0),Manager:   Dorival Júnior,Manager:   Ney Franco,2015,17
Vasco da Gama,Joinville EC,0:0 (0:0),Manager:   Doriva,Manager:   Hemerson Maria,2015,17
Atlético Paranaense,Sport Club Recife,1:1 (0:1),Manager:   Milton Mendes,Manager:   Eduardo Baptista,2015,17
São Paulo FC,Corinthians SP,1:1 (0:1),Manager:  Juan Carlos Osorio,Manager:   Tite,2015,17
Ponte Preta,Flamengo RJ,1:0 (0:0),Manager:   Doriva,Manager:   Cristovão Borges,2015,17
Cruzeiro EC,SE Palmeiras,2:1 (1:0),Manager:   Vanderlei Luxemburgo,Manager:   Marcelo Oliveira,2015,17
Goiás EC,Atlético Mineiro,0:0 (0:0),Manager:   Julinho Camargo,Manager:   Lévir Culpi,2015,17
Grêmio Porto Alegre,Internacional,5:0 (2:0),Manager:   Roger,Manager:  Odair Hellmann,2015,17
Chapecoense,Figueirense,2:2 (0:0),Manager:   Vinícius Eutrópio,Manager:   Argél,2015,17
Flamengo RJ,Atlético Paranaense,3:2 (3:1),Manager:   Cristovão Borges,Manager:   Milton Mendes,2015,18
Coritiba FC,SE Palmeiras,2:1 (1:0),Manager:   Ney Franco,Manager:   Marcelo Oliveira,2015,18
Santos FC,Vasco da Gama,1:0 (0:0),Manager:   Dorival Júnior,Manager:   Doriva,2015,18
Goiás EC,Chapecoense,0:0 (0:0),Manager:   Julinho Camargo,Manager:   Vinícius Eutrópio,2015,18
Corinthians SP,Sport Club Recife,4:3 (2:1),Manager:   Tite,Manager:   Eduardo Baptista,2015,18
Internacional,Fluminense RJ,1:0 (0:0),Manager:  Odair Hellmann,Manager:   Enderson Moreira,2015,18
Figueirense,São Paulo FC,0:2 (0:2),Manager:   Argél,Manager:  Juan Carlos Osorio,2015,18
Ponte Preta,Avaí FC,2:0 (0:0),Manager:   Doriva,Manager:  Gilson Kleina,2015,18
Atlético Mineiro,Grêmio Porto Alegre,0:2 (0:1),Manager:   Lévir Culpi,Manager:   Roger,2015,18
Joinville EC,Cruzeiro EC,3:0 (2:0),Manager:   Hemerson Maria,Manager:   Vanderlei Luxemburgo,2015,18
Vasco da Gama,Coritiba FC,0:1 (0:0),Manager:   Doriva,Manager:   Ney Franco,2015,19
Atlético Paranaense,Santos FC,0:0 (0:0),Manager:   Milton Mendes,Manager:   Dorival Júnior,2015,19
São Paulo FC,Goiás EC,0:3 (0:2),Manager:  Juan Carlos Osorio,Manager:   Julinho Camargo,2015,19
SE Palmeiras,Flamengo RJ,4:2 (1:0),Manager:   Marcelo Oliveira,Manager:   Cristovão Borges,2015,19
Fluminense RJ,Figueirense,2:1 (0:1),Manager:   Enderson Moreira,Manager:   René Simões,2015,19
Cruzeiro EC,Internacional,0:0 (0:0),Manager:   Vanderlei Luxemburgo,Manager:  Odair Hellmann,2015,19
Avaí FC,Corinthians SP,1:2 (1:1),Manager:  Gilson Kleina,Manager:   Tite,2015,19
Sport Club Recife,Ponte Preta,1:1 (1:0),Manager:   Eduardo Baptista,Manager:   Doriva,2015,19
Grêmio Porto Alegre,Joinville EC,2:1 (0:1),Manager:   Roger,Manager:   Hemerson Maria,2015,19
Chapecoense,Atlético Mineiro,2:1 (1:0),Manager:   Vinícius Eutrópio,Manager:   Lévir Culpi,2015,19
Santos FC,Avaí FC,5:2 (2:1),Manager:   Dorival Júnior,Manager:  Gilson Kleina,2015,20
Goiás EC,Vasco da Gama,3:0 (2:0),Manager:   Julinho Camargo,Manager:   Jorginho,2015,20
Figueirense,Sport Club Recife,2:1 (0:1),Manager:   René Simões,Manager:   Eduardo Baptista,2015,20
Ponte Preta,Grêmio Porto Alegre,0:0 (0:0),Manager:   Doriva,Manager:   Roger,2015,20
Coritiba FC,Chapecoense,1:0 (1:0),Manager:   Ney Franco,Manager:   Vinícius Eutrópio,2015,20
Corinthians SP,Cruzeiro EC,3:0 (2:0),Manager:   Tite,Manager:   Vanderlei Luxemburgo,2015,20
Flamengo RJ,São Paulo FC,2:1 (1:1),Manager:   Oswaldo de Oliveira,Manager:  Juan Carlos Osorio,2015,20
Internacional,Atlético Paranaense,2:0 (1:0),Manager:  Odair Hellmann,Manager:   Milton Mendes,2015,20
Joinville EC,Fluminense RJ,2:1 (0:0),Manager:   Hemerson Maria,Manager:   Enderson Moreira,2015,20
Atlético Mineiro,SE Palmeiras,2:1 (2:1),Manager:   Lévir Culpi,Manager:   Marcelo Oliveira,2015,20
Vasco da Gama,Figueirense,0:1 (0:0),Manager:   Jorginho,Manager:   René Simões,2015,21
São Paulo FC,Ponte Preta,3:0 (1:0),Manager:  Juan Carlos Osorio,Manager:   Doriva,2015,21
Grêmio Porto Alegre,Coritiba FC,0:0 (0:0),Manager:   Roger,Manager:   Ney Franco,2015,21
Avaí FC,Internacional,3:0 (0:0),Manager:  Gilson Kleina,Manager:  Odair Hellmann,2015,21
SE Palmeiras,Joinville EC,3:2 (2:2),Manager:   Marcelo Oliveira,Manager:   Hemerson Maria,2015,21
Fluminense RJ,Atlético Mineiro,1:2 (0:1),Manager:   Enderson Moreira,Manager:   Lévir Culpi,2015,21
Sport Club Recife,Flamengo RJ,0:1 (0:1),Manager:   Eduardo Baptista,Manager:   Oswaldo de Oliveira,2015,21
Chapecoense,Corinthians SP,1:3 (1:2),Manager:   Vinícius Eutrópio,Manager:   Tite,2015,21
Cruzeiro EC,Santos FC,0:1 (0:1),Manager:   Vanderlei Luxemburgo,Manager:   Dorival Júnior,2015,21
Atlético Paranaense,Goiás EC,3:0 (1:0),Manager:   Milton Mendes,Manager:   Julinho Camargo,2015,21
Ponte Preta,Cruzeiro EC,1:2 (0:1),Manager:   Doriva,Manager:   Mano Menezes,2015,22
Internacional,Vasco da Gama,6:0 (2:0),Manager:  Odair Hellmann,Manager:   Jorginho,2015,22
Joinville EC,São Paulo FC,0:0 (0:0),Manager:   Hemerson Maria,Manager:  Juan Carlos Osorio,2015,22
Flamengo RJ,Avaí FC,3:0 (1:0),Manager:   Oswaldo de Oliveira,Manager:  Gilson Kleina,2015,22
Atlético Mineiro,Atlético Paranaense,0:1 (0:0),Manager:   Lévir Culpi,Manager:   Milton Mendes,2015,22
Corinthians SP,Fluminense RJ,2:0 (1:0),Manager:   Tite,Manager:   Enderson Moreira,2015,22
Coritiba FC,Sport Club Recife,0:0 (0:0),Manager:   Ney Franco,Manager:   Eduardo Baptista,2015,22
Goiás EC,SE Palmeiras,1:0 (0:0),Manager:   Julinho Camargo,Manager:   Marcelo Oliveira,2015,22
Santos FC,Chapecoense,3:1 (1:0),Manager:   Dorival Júnior,Manager:   Vinícius Eutrópio,2015,22
Figueirense,Grêmio Porto Alegre,0:2 (0:1),Manager:   René Simões,Manager:   Roger,2015,22
São Paulo FC,Internacional,2:0 (0:0),Manager:  Juan Carlos Osorio,Manager:  Odair Hellmann,2015,23
Vasco da Gama,Atlético Mineiro,1:2 (0:2),Manager:   Jorginho,Manager:   Lévir Culpi,2015,23
Atlético Paranaense,Joinville EC,0:0 (0:0),Manager:   Milton Mendes,Manager:   Hemerson Maria,2015,23
Cruzeiro EC,Figueirense,5:1 (2:0),Manager:   Mano Menezes,Manager:   René Simões,2015,23
Chapecoense,Ponte Preta,0:0 (0:0),Manager:   Vinícius Eutrópio,Manager:   Doriva,2015,23
SE Palmeiras,Corinthians SP,3:3 (3:2),Manager:   Marcelo Oliveira,Manager:   Tite,2015,23
Fluminense RJ,Flamengo RJ,1:3 (0:2),Manager:   Enderson Moreira,Manager:   Oswaldo de Oliveira,2015,23
Grêmio Porto Alegre,Goiás EC,2:1 (0:1),Manager:   Roger,Manager:   Julinho Camargo,2015,23
Avaí FC,Coritiba FC,0:2 (0:0),Manager:  Gilson Kleina,Manager:   Ney Franco,2015,23
Sport Club Recife,Santos FC,1:1 (1:1),Manager:   Eduardo Baptista,Manager:   Dorival Júnior,2015,23
Ponte Preta,Vasco da Gama,0:1 (0:0),Manager:   Doriva,Manager:   Jorginho,2015,24
Internacional,SE Palmeiras,1:0 (1:0),Manager:  Odair Hellmann,Manager:   Marcelo Oliveira,2015,24
Atlético Mineiro,Avaí FC,2:0 (2:0),Manager:   Lévir Culpi,Manager:  Gilson Kleina,2015,24
Figueirense,Atlético Paranaense,1:1 (1:1),Manager:   René Simões,Manager:   Milton Mendes,2015,24
Corinthians SP,Grêmio Porto Alegre,1:1 (0:0),Manager:   Tite,Manager:   Roger,2015,24
Santos FC,São Paulo FC,3:0 (2:0),Manager:   Dorival Júnior,Manager:  Juan Carlos Osorio,2015,24
Coritiba FC,Fluminense RJ,1:1 (1:0),Manager:   Ney Franco,Manager:   Enderson Moreira,2015,24
Goiás EC,Sport Club Recife,1:0 (0:0),Manager:   Julinho Camargo,Manager:   Eduardo Baptista,2015,24
Flamengo RJ,Cruzeiro EC,2:0 (1:0),Manager:   Oswaldo de Oliveira,Manager:   Mano Menezes,2015,24
Joinville EC,Chapecoense,0:0 (0:0),Manager:   Hemerson Maria,Manager:   Vinícius Eutrópio,2015,24
Coritiba FC,Internacional,0:1 (0:1),Manager:   Ney Franco,Manager:  Odair Hellmann,2015,25
SE Palmeiras,Figueirense,2:0 (0:0),Manager:   Marcelo Oliveira,Manager:   René Simões,2015,25
Corinthians SP,Joinville EC,3:0 (1:0),Manager:   Tite,Manager:   Hemerson Maria,2015,25
Ponte Preta,Santos FC,3:1 (3:0),Manager:   Doriva,Manager:   Dorival Júnior,2015,25
Vasco da Gama,Atlético Paranaense,2:0 (1:0),Manager:   Jorginho,Manager:   Milton Mendes,2015,25
Grêmio Porto Alegre,São Paulo FC,1:2 (0:1),Manager:   Roger,Manager:  Juan Carlos Osorio,2015,25
Cruzeiro EC,Atlético Mineiro,1:1 (1:0),Manager:   Mano Menezes,Manager:   Lévir Culpi,2015,25
Chapecoense,Flamengo RJ,1:3 (0:2),Manager:   Vinícius Eutrópio,Manager:   Oswaldo de Oliveira,2015,25
Avaí FC,Goiás EC,2:1 (0:1),Manager:  Gilson Kleina,Manager:   Julinho Camargo,2015,25
Sport Club Recife,Fluminense RJ,1:0 (1:0),Manager:   Eduardo Baptista,Manager:   Enderson Moreira,2015,25
Fluminense RJ,SE Palmeiras,1:4 (1:0),Manager:   Enderson Moreira,Manager:   Marcelo Oliveira,2015,26
Goiás EC,Ponte Preta,1:2 (1:1),Manager:   Julinho Camargo,Manager:   Doriva,2015,26
Joinville EC,Sport Club Recife,1:1 (1:0),Manager:   Hemerson Maria,Manager:   Eduardo Baptista,2015,26
Figueirense,Avaí FC,0:1 (0:0),Manager:   René Simões,Manager:  Gilson Kleina,2015,26
Atlético Paranaense,Grêmio Porto Alegre,1:2 (0:1),Manager:   Milton Mendes,Manager:   Roger,2015,26
Santos FC,Atlético Mineiro,4:0 (1:0),Manager:   Dorival Júnior,Manager:   Lévir Culpi,2015,26
Internacional,Corinthians SP,2:1 (1:1),Manager:  Odair Hellmann,Manager:   Tite,2015,26
Cruzeiro EC,Vasco da Gama,2:2 (2:1),Manager:   Mano Menezes,Manager:   Jorginho,2015,26
São Paulo FC,Chapecoense,0:0 (0:0),Manager:  Juan Carlos Osorio,Manager:   Guto Ferreira,2015,26
Flamengo RJ,Coritiba FC,0:2 (0:2),Manager:   Oswaldo de Oliveira,Manager:   Ney Franco,2015,26
SE Palmeiras,Grêmio Porto Alegre,3:2 (2:1),Manager:   Marcelo Oliveira,Manager:   Roger,2015,27
Internacional,Figueirense,1:1 (1:0),Manager:  Odair Hellmann,Manager:   Hudson Coutinho,2015,27
Ponte Preta,Fluminense RJ,3:1 (3:0),Manager:   Doriva,Manager:   Eduardo Baptista,2015,27
Corinthians SP,Santos FC,2:0 (0:0),Manager:   Tite,Manager:   Dorival Júnior,2015,27
Goiás EC,Joinville EC,3:0 (1:0),Manager:   Arthur Neto,Manager:   Hemerson Maria,2015,27
Vasco da Gama,Sport Club Recife,2:1 (1:1),Manager:   Jorginho,Manager:   Falcão,2015,27
Atlético Mineiro,Flamengo RJ,4:1 (2:1),Manager:   Lévir Culpi,Manager:   Oswaldo de Oliveira,2015,27
Avaí FC,São Paulo FC,2:1 (1:1),Manager:  Gilson Kleina,Manager:  Juan Carlos Osorio,2015,27
Coritiba FC,Atlético Paranaense,2:0 (2:0),Manager:   Ney Franco,Manager:   Milton Mendes,2015,27
Chapecoense,Cruzeiro EC,0:2 (0:2),Manager:   Guto Ferreira,Manager:   Mano Menezes,2015,27
Fluminense RJ,Goiás EC,2:0 (1:0),Manager:   Eduardo Baptista,Manager:   Arthur Neto,2015,28
Grêmio Porto Alegre,Avaí FC,3:1 (2:0),Manager:   Roger,Manager:  Gilson Kleina,2015,28
Santos FC,Internacional,3:1 (1:1),Manager:   Dorival Júnior,Manager:  Odair Hellmann,2015,28
Atlético Paranaense,Ponte Preta,1:2 (1:1),Manager:   Milton Mendes,Manager:   Doriva,2015,28
São Paulo FC,SE Palmeiras,1:1 (0:0),Manager:  Juan Carlos Osorio,Manager:   Marcelo Oliveira,2015,28
Flamengo RJ,Vasco da Gama,1:2 (1:0),Manager:   Oswaldo de Oliveira,Manager:   Jorginho,2015,28
Figueirense,Corinthians SP,1:3 (0:1),Manager:   Hudson Coutinho,Manager:   Tite,2015,28
Joinville EC,Atlético Mineiro,2:2 (0:0),Manager:   Hemerson Maria,Manager:   Lévir Culpi,2015,28
Cruzeiro EC,Coritiba FC,2:0 (1:0),Manager:   Mano Menezes,Manager:   Ney Franco,2015,28
Sport Club Recife,Chapecoense,3:0 (1:0),Manager:   Falcão,Manager:   Guto Ferreira,2015,28
Internacional,Sport Club Recife,2:1 (0:0),Manager:  Odair Hellmann,Manager:   Falcão,2015,29
Coritiba FC,Atlético Mineiro,0:3 (0:1),Manager:   Ney Franco,Manager:   Lévir Culpi,2015,29
São Paulo FC,Atlético Paranaense,1:0 (0:0),Manager:  Juan Carlos Osorio,Manager:   Sérgio Vieira,2015,29
Flamengo RJ,Joinville EC,2:0 (0:0),Manager:   Oswaldo de Oliveira,Manager:   Hemerson Maria,2015,29
Avaí FC,Vasco da Gama,1:1 (0:1),Manager:  Gilson Kleina,Manager:   Jorginho,2015,29
Santos FC,Fluminense RJ,3:1 (2:0),Manager:   Dorival Júnior,Manager:   Eduardo Baptista,2015,29
Ponte Preta,Corinthians SP,2:2 (0:1),Manager:   Doriva,Manager:   Tite,2015,29
Cruzeiro EC,Grêmio Porto Alegre,0:0 (0:0),Manager:   Mano Menezes,Manager:   Roger,2015,29
Goiás EC,Figueirense,2:3 (1:0),Manager:   Arthur Neto,Manager:   Hudson Coutinho,2015,29
Chapecoense,SE Palmeiras,5:1 (2:0),Manager:   Guto Ferreira,Manager:   Marcelo Oliveira,2015,29
Atlético Mineiro,Internacional,2:1 (1:1),Manager:   Lévir Culpi,Manager:  Odair Hellmann,2015,30
Sport Club Recife,Avaí FC,3:0 (0:0),Manager:   Falcão,Manager:  Gilson Kleina,2015,30
SE Palmeiras,Ponte Preta,0:1 (0:1),Manager:   Marcelo Oliveira,Manager:   Felipe Moreira,2015,30
Figueirense,Flamengo RJ,3:0 (1:0),Manager:   Hudson Coutinho,Manager:   Oswaldo de Oliveira,2015,30
Joinville EC,Coritiba FC,3:1 (1:0),Manager:   Hemerson Maria,Manager:   Ney Franco,2015,30
Fluminense RJ,São Paulo FC,2:0 (1:0),Manager:   Eduardo Baptista,Manager:   Doriva,2015,30
Atlético Paranaense,Cruzeiro EC,2:2 (1:0),Manager:   Cristovão Borges,Manager:   Mano Menezes,2015,30
Corinthians SP,Goiás EC,3:0 (2:0),Manager:   Tite,Manager:   Arthur Neto,2015,30
Vasco da Gama,Chapecoense,1:1 (0:0),Manager:   Jorginho,Manager:   Guto Ferreira,2015,30
Grêmio Porto Alegre,Santos FC,1:0 (1:0),Manager:   Roger,Manager:   Dorival Júnior,2015,30
Avaí FC,SE Palmeiras,1:3 (0:1),Manager:  Gilson Kleina,Manager:   Marcelo Oliveira,2015,31
Joinville EC,Figueirense,1:0 (0:0),Manager:   Hemerson Maria,Manager:   Hudson Coutinho,2015,31
Ponte Preta,Coritiba FC,3:0 (0:0),Manager:   Felipe Moreira,Manager:   Ney Franco,2015,31
Cruzeiro EC,Fluminense RJ,2:0 (1:0),Manager:   Mano Menezes,Manager:   Eduardo Baptista,2015,31
São Paulo FC,Vasco da Gama,2:2 (1:1),Manager:   Doriva,Manager:   Jorginho,2015,31
Flamengo RJ,Internacional,0:1 (0:1),Manager:   Oswaldo de Oliveira,Manager:  Odair Hellmann,2015,31
Atlético Paranaense,Corinthians SP,1:4 (0:3),Manager:   Cristovão Borges,Manager:   Tite,2015,31
Santos FC,Goiás EC,3:1 (3:0),Manager:   Dorival Júnior,Manager:   Arthur Neto,2015,31
Grêmio Porto Alegre,Chapecoense,2:3 (2:0),Manager:   Roger,Manager:   Guto Ferreira,2015,31
Sport Club Recife,Atlético Mineiro,4:1 (3:0),Manager:   Falcão,Manager:   Lévir Culpi,2015,31
Fluminense RJ,Atlético Paranaense,0:1 (0:0),Manager:   Eduardo Baptista,Manager:   Cristovão Borges,2015,32
Internacional,Joinville EC,1:0 (0:0),Manager:  Odair Hellmann,Manager:   Hemerson Maria,2015,32
Figueirense,Santos FC,0:0 (0:0),Manager:   Hudson Coutinho,Manager:   Dorival Júnior,2015,32
SE Palmeiras,Sport Club Recife,0:2 (0:1),Manager:   Marcelo Oliveira,Manager:   Falcão,2015,32
Corinthians SP,Flamengo RJ,1:0 (1:0),Manager:   Tite,Manager:   Oswaldo de Oliveira,2015,32
Vasco da Gama,Grêmio Porto Alegre,0:0 (0:0),Manager:   Jorginho,Manager:   Roger,2015,32
Coritiba FC,São Paulo FC,1:2 (1:1),Manager:   Ney Franco,Manager:   Doriva,2015,32
Chapecoense,Avaí FC,0:0 (0:0),Manager:   Guto Ferreira,Manager:  Gilson Kleina,2015,32
Goiás EC,Cruzeiro EC,0:1 (0:0),Manager:   Danny Sérgio,Manager:   Mano Menezes,2015,32
Atlético Mineiro,Ponte Preta,2:1 (0:0),Manager:   Lévir Culpi,Manager:   Felipe Moreira,2015,32
São Paulo FC,Sport Club Recife,3:0 (2:0),Manager:   Doriva,Manager:   Falcão,2015,33
Ponte Preta,Joinville EC,1:0 (0:0),Manager:   Felipe Moreira,Manager:   Hemerson Maria,2015,33
Avaí FC,Cruzeiro EC,1:1 (0:0),Manager:  Gilson Kleina,Manager:   Mano Menezes,2015,33
Coritiba FC,Figueirense,1:1 (1:1),Manager:   Ney Franco,Manager:   Hudson Coutinho,2015,33
Santos FC,SE Palmeiras,2:1 (1:0),Manager:   Dorival Júnior,Manager:   Marcelo Oliveira,2015,33
Grêmio Porto Alegre,Flamengo RJ,2:0 (0:0),Manager:   Roger,Manager:   Oswaldo de Oliveira,2015,33
Atlético Mineiro,Corinthians SP,0:3 (0:0),Manager:   Lévir Culpi,Manager:   Tite,2015,33
Chapecoense,Atlético Paranaense,0:0 (0:0),Manager:   Guto Ferreira,Manager:   Cristovão Borges,2015,33
Vasco da Gama,Fluminense RJ,0:1 (0:1),Manager:   Jorginho,Manager:   Eduardo Baptista,2015,33
Goiás EC,Internacional,2:1 (0:1),Manager:   Danny Sérgio,Manager:  Odair Hellmann,2015,33
Internacional,Ponte Preta,1:0 (0:0),Manager:  Odair Hellmann,Manager:   Felipe Moreira,2015,34
Corinthians SP,Coritiba FC,2:1 (1:0),Manager:   Tite,Manager:   Pachequinho,2015,34
Atlético Paranaense,Avaí FC,2:1 (2:0),Manager:   Cristovão Borges,Manager:  Gilson Kleina,2015,34
Fluminense RJ,Chapecoense,2:3 (1:2),Manager:   Eduardo Baptista,Manager:   Guto Ferreira,2015,34
SE Palmeiras,Vasco da Gama,0:2 (0:2),Manager:   Marcelo Oliveira,Manager:   Jorginho,2015,34
Flamengo RJ,Goiás EC,4:1 (1:1),Manager:   Oswaldo de Oliveira,Manager:   Danny Sérgio,2015,34
Cruzeiro EC,São Paulo FC,2:1 (1:1),Manager:   Mano Menezes,Manager:   Doriva,2015,34
Figueirense,Atlético Mineiro,0:1 (0:0),Manager:   Hudson Coutinho,Manager:   Lévir Culpi,2015,34
Joinville EC,Santos FC,0:0 (0:0),Manager:   Hemerson Maria,Manager:   Dorival Júnior,2015,34
Sport Club Recife,Grêmio Porto Alegre,1:0 (0:0),Manager:   Falcão,Manager:   Roger,2015,34
Cruzeiro EC,Sport Club Recife,3:0 (0:0),Manager:   Mano Menezes,Manager:   Falcão,2015,35
Goiás EC,Coritiba FC,1:3 (0:2),Manager:   Danny Sérgio,Manager:   Pachequinho,2015,35
Ponte Preta,Figueirense,0:1 (0:1),Manager:   Felipe Moreira,Manager:   Hudson Coutinho,2015,35
Avaí FC,Joinville EC,2:1 (1:1),Manager:   Raul Cabral,Manager:   Hemerson Maria,2015,35
Atlético Paranaense,SE Palmeiras,3:3 (1:0),Manager:   Cristovão Borges,Manager:   Marcelo Oliveira,2015,35
Grêmio Porto Alegre,Fluminense RJ,1:0 (0:0),Manager:   Roger,Manager:   Eduardo Baptista,2015,35
