"","url.x","home_team","away_team","score","competition","full_date","isGoal","isHeader","shotLocation","shooting_team","shooting_opp","shooter","shot_assister"
"24745","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Long","Crystal Palace","Cardiff City","Jason Puncheon","Kagisho Dikgacoi"
"24749","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Long","Cardiff City","Crystal Palace","Jordon Mutch","Wilfried Zaha"
"24751","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Long","Crystal Palace","Cardiff City","Cameron Jerome","Yannick Bolasie"
"24753","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Long","Cardiff City","Crystal Palace","Jordon Mutch","NaN"
"24759","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Long","Crystal Palace","Cardiff City","Joe Ledley","Jason Puncheon"
"24773","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Long","Cardiff City","Crystal Palace","Andrew Taylor","NaN"
"24783","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Central","Cardiff City","Crystal Palace","Kenwyne Jones","NaN"
"24797","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,TRUE,FALSE,"Central","Crystal Palace","Cardiff City","Jason Puncheon","Joe Ledley"
"24803","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Crystal Palace","Cardiff City","Jason Puncheon","Mile Jedinak"
"24807","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Long","Cardiff City","Crystal Palace","Gary Medel","NaN"
"24811","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,TRUE,"Central","Cardiff City","Crystal Palace","Fraizer Campbell","Jordon Mutch"
"24825","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Long","Crystal Palace","Cardiff City","Jason Puncheon","NaN"
"24827","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Central","Crystal Palace","Cardiff City","Mile Jedinak","NaN"
"24831","http://www.bbc.co.uk/sport/0/football/26797092","Cardiff","Crystal Palace","0-3","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Crystal Palace","Cardiff City","Kagisho Dikgacoi","Jason Puncheon"
"24850","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Manchester United","Newcastle United","Nani","Luis Antonio Valencia"
"24854","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,TRUE,FALSE,"Lwide","Manchester United","Newcastle United","Adnan Januzaj","Juan Mata"
"24878","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Long","Newcastle United","Manchester United","Davide Santon","Vurnon Anita"
"24882","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Central","Newcastle United","Manchester United","Papiss Demba Cissé","Massadio Haidara"
"24910","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Long","Newcastle United","Manchester United","Hatem Ben Arfa","Papiss Demba Cissé"
"24914","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Long","Newcastle United","Manchester United","Hatem Ben Arfa","Cheick Tioté"
"24918","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Long","Manchester United","Newcastle United","Adnan Januzaj","Darren Fletcher"
"24934","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Lwide","Newcastle United","Manchester United","Papiss Demba Cissé","Cheick Tioté"
"24946","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Long","Newcastle United","Manchester United","Cheick Tioté","Hatem Ben Arfa"
"24950","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Long","Newcastle United","Manchester United","Papiss Demba Cissé","NaN"
"24954","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,TRUE,FALSE,"Close","Manchester United","Newcastle United","Javier Hernández","Shinji Kagawa"
"24978","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Central","Manchester United","Newcastle United","Javier Hernández","Shinji Kagawa"
"25030","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,TRUE,FALSE,"Central","Manchester United","Newcastle United","Juan Mata","Javier Hernández"
"25066","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Central","Manchester United","Newcastle United","Javier Hernández","Shinji Kagawa"
"25070","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Long","Newcastle United","Manchester United","Vurnon Anita","Papiss Demba Cissé"
"25078","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,TRUE,FALSE,NA,"Manchester United","Newcastle United","Juan Mata","NaN"
"25098","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Central","Newcastle United","Manchester United","Papiss Demba Cissé","Davide Santon"
"25114","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,TRUE,"Central","Newcastle United","Manchester United","Papiss Demba Cissé","Davide Santon"
"25126","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Central","Newcastle United","Manchester United","Papiss Demba Cissé","Michael Williamson"
"25158","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Lwide","Newcastle United","Manchester United","Cheick Tioté","NaN"
"25186","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,FALSE,"Long","Newcastle United","Manchester United","Papiss Demba Cissé","NaN"
"25190","http://www.bbc.co.uk/sport/0/football/26797093","Newcastle","Man Utd","0-4","Premier League",2014-04-05,FALSE,TRUE,"Central","Newcastle United","Manchester United","Dan Gosling","Davide Santon"
"25231","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,FALSE,FALSE,"Long","Manchester City","Southampton","Yaya Touré","Jesús Navas"
"25237","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,FALSE,FALSE,"Long","Manchester City","Southampton","Álvaro Negredo","Javi García"
"25239","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,TRUE,FALSE,"Central","Manchester City","Southampton","Stevan Jovetic","Jesús Navas"
"25251","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Southampton","Manchester City","Rickie Lambert","Adam Lallana"
"25261","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Manchester City","Southampton","Jesús Navas","David Silva"
"25283","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,FALSE,FALSE,"Lwide","Manchester City","Southampton","Edin Dzeko","NaN"
"25285","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,FALSE,FALSE,"Lwide","Manchester City","Southampton","Edin Dzeko","David Silva"
"25289","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,FALSE,FALSE,"Long","Manchester City","Southampton","Aleksandar Kolarov","Samir Nasri"
"25309","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,TRUE,TRUE,"Central","Manchester City","Southampton","Edin Dzeko","Aleksandar Kolarov"
"25311","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,TRUE,FALSE,"Central","Manchester City","Southampton","Samir Nasri","David Silva"
"25331","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,TRUE,FALSE,"Pen","Southampton","Manchester City","Rickie Lambert","NaN"
"25343","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,FALSE,FALSE,"Long","Manchester City","Southampton","Jesús Navas","David Silva"
"25345","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Manchester City","Southampton","Jesús Navas","David Silva"
"25349","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,FALSE,FALSE,"Long","Southampton","Manchester City","Rickie Lambert","NaN"
"25361","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,FALSE,TRUE,"Rwide","Southampton","Manchester City","Adam Lallana","Calum Chambers"
"25367","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,FALSE,FALSE,"Long","Southampton","Manchester City","Jay Rodriguez","Luke Shaw"
"25373","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,FALSE,TRUE,"Central","Manchester City","Southampton","Aleksandar Kolarov","David Silva"
"25389","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,FALSE,FALSE,"Central","Manchester City","Southampton","Samir Nasri","Pablo Zabaleta"
"25391","http://www.bbc.co.uk/sport/0/football/26797094","Man City","Southampton","4-1","Premier League",2014-04-05,TRUE,FALSE,"Pen","Manchester City","Southampton","Yaya Touré","NaN"
"25422","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,TRUE,"Central","Swansea City","Hull City","Wilfried Bony","Angel Rangel"
"25462","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Swansea City","Hull City","Wilfried Bony","Jonjo Shelvey"
"25466","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Swansea City","Hull City","Pablo Hernández","NaN"
"25470","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Hull City","Swansea City","Nikica Jelavic","NaN"
"25502","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Central","Swansea City","Hull City","Nathan Dyer","Wayne Routledge"
"25506","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Swansea City","Hull City","Jonjo Shelvey","Nathan Dyer"
"25510","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Swansea City","Hull City","Jonjo Shelvey","Wilfried Bony"
"25610","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,TRUE,"Central","Hull City","Swansea City","Nikica Jelavic","George Boyd"
"25626","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,TRUE,TRUE,"Close","Hull City","Swansea City","George Boyd","Liam Rosenior"
"25630","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Swansea City","Hull City","Wilfried Bony","NaN"
"25646","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Swansea City","Hull City","Chico","Wayne Routledge"
"25650","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Hull City","Swansea City","Nikica Jelavic","NaN"
"25670","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,TRUE,"Central","Hull City","Swansea City","Curtis Davies","Liam Rosenior"
"25678","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Swansea City","Hull City","Wayne Routledge","NaN"
"25682","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Rwide","Swansea City","Hull City","Jonathan De Guzmán","Wayne Routledge"
"25706","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Hull City","Swansea City","Maynor Figueroa","NaN"
"25722","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Lwide","Hull City","Swansea City","George Boyd","Shane Long"
"25746","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Close","Hull City","Swansea City","Shane Long","Maynor Figueroa"
"25754","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Lwide","Swansea City","Hull City","Michu","Wayne Routledge"
"25766","http://www.bbc.co.uk/sport/0/football/26797139","Hull","Swansea","1-0","Premier League",2014-04-05,FALSE,FALSE,"Long","Swansea City","Hull City","Jonathan De Guzmán","NaN"
"25814","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Lwide","Arsenal","Everton","Alex Oxlade-Chamberlain","Santiago Cazorla"
"25826","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Long","Arsenal","Everton","Alex Oxlade-Chamberlain","Aaron Ramsey"
"25830","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Long","Everton","Arsenal","Aiden McGeady","Kevin Mirallas"
"25854","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Lwide","Arsenal","Everton","Santiago Cazorla","Tomas Rosicky"
"25866","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Rwide","Everton","Arsenal","Ross Barkley","Romelu Lukaku"
"25894","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Long","Everton","Arsenal","Romelu Lukaku","Gareth Barry"
"25898","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Central","Arsenal","Everton","Mathieu Flamini","Santiago Cazorla"
"25910","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Central","Arsenal","Everton","Olivier Giroud","NaN"
"25934","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Long","Arsenal","Everton","Tomas Rosicky","Nacho Monreal"
"25942","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Lwide","Arsenal","Everton","Lukas Podolski","Olivier Giroud"
"25946","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Long","Everton","Arsenal","Romelu Lukaku","Seamus Coleman"
"25954","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,TRUE,FALSE,"Central","Everton","Arsenal","Romelu Lukaku","Kevin Mirallas"
"25966","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Central","Arsenal","Everton","Olivier Giroud","NaN"
"25974","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Lwide","Everton","Arsenal","Kevin Mirallas","Leighton Baines"
"25978","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Long","Everton","Arsenal","James McCarthy","NaN"
"25986","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Lwide","Everton","Arsenal","Ross Barkley","Leighton Baines"
"25998","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Long","Everton","Arsenal","Kevin Mirallas","NaN"
"26010","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Central","Arsenal","Everton","Olivier Giroud","Bacary Sagna"
"26014","http://www.bbc.co.uk/sport/0/football/26807037","Everton","Arsenal","3-0","Premier League",2014-04-06,FALSE,FALSE,"Central","Everton","Arsenal","Steven Naismith","James McCarthy"
