"selection1_team_1","selection1_team_2","selection1_team_2_url","selection1_score","selection1_score_url"
"Tampa Bay Mutiny","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","1:2","http://usa.worldfootball.net/report/major-league-soccer-2000-tampa-bay-mutiny-sporting-kansas-city_2/"
"Colorado Rapids","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","2:1","http://usa.worldfootball.net/report/major-league-soccer-2000-colorado-rapids-new-england-revolution/"
"San Jose Earthquakes","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","4:2","http://usa.worldfootball.net/report/major-league-soccer-2000-san-jose-earthquakes-colorado-rapids_2/"
"Columbus Crew","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","1:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-columbus-crew-d-c-united/"
"Los Angeles Galaxy","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","0:2","http://usa.worldfootball.net/report/major-league-soccer-2000-los-angeles-galaxy-new-york-rb/"
"Dallas Burn","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","2:3","http://usa.worldfootball.net/report/major-league-soccer-2000-fc-dallas-tampa-bay-mutiny/"
"New England Revolution","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","2:0","http://usa.worldfootball.net/report/major-league-soccer-2000-new-england-revolution-miami-fusion/"
"Chicago Fire","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","3:2","http://usa.worldfootball.net/report/major-league-soccer-2000-chicago-fire-sporting-kansas-city/"
"Chicago Fire","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","2:1","http://usa.worldfootball.net/report/major-league-soccer-2000-chicago-fire-miami-fusion/"
"Dallas Burn","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","3:2","http://usa.worldfootball.net/report/major-league-soccer-2000-fc-dallas-columbus-crew/"
"MetroStars","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","0:3","http://usa.worldfootball.net/report/major-league-soccer-2000-new-york-rb-tampa-bay-mutiny/"
"Colorado Rapids","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:0 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-colorado-rapids-los-angeles-galaxy_2/"
"D.C. United","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","0:0","http://usa.worldfootball.net/report/major-league-soccer-2000-d-c-united-sporting-kansas-city/"
"Columbus Crew","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","1:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-columbus-crew-fc-dallas/"
"Miami Fusion","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","4:2","http://usa.worldfootball.net/report/major-league-soccer-2000-miami-fusion-chicago-fire/"
"New England Revolution","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","3:0","http://usa.worldfootball.net/report/major-league-soccer-2000-new-england-revolution-san-jose-earthquakes/"
"MetroStars","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","4:2","http://usa.worldfootball.net/report/major-league-soccer-2000-new-york-rb-new-england-revolution_2/"
"San Jose Earthquakes","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","3:1","http://usa.worldfootball.net/report/major-league-soccer-2000-san-jose-earthquakes-miami-fusion/"
"Dallas Burn","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","4:1","http://usa.worldfootball.net/report/major-league-soccer-2000-fc-dallas-sporting-kansas-city/"
"Chicago Fire","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","3:2","http://usa.worldfootball.net/report/major-league-soccer-2000-chicago-fire-d-c-united/"
"Los Angeles Galaxy","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","2:1","http://usa.worldfootball.net/report/major-league-soccer-2000-los-angeles-galaxy-tampa-bay-mutiny/"
"Colorado Rapids","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","0:0 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-colorado-rapids-columbus-crew/"
"San Jose Earthquakes","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","2:2 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-san-jose-earthquakes-new-england-revolution_2/"
"MetroStars","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","2:2 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-new-york-rb-d-c-united/"
"Tampa Bay Mutiny","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","1:4","http://usa.worldfootball.net/report/major-league-soccer-2000-tampa-bay-mutiny-miami-fusion/"
"Kansas City Wizards","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","0:0 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-sporting-kansas-city-fc-dallas/"
"Los Angeles Galaxy","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","1:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-los-angeles-galaxy-chicago-fire/"
"D.C. United","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","2:0","http://usa.worldfootball.net/report/major-league-soccer-2000-d-c-united-fc-dallas/"
"Kansas City Wizards","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","2:0","http://usa.worldfootball.net/report/major-league-soccer-2000-sporting-kansas-city-los-angeles-galaxy_2/"
"Columbus Crew","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","3:1","http://usa.worldfootball.net/report/major-league-soccer-2000-columbus-crew-new-england-revolution_2/"
"Colorado Rapids","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","1:3","http://usa.worldfootball.net/report/major-league-soccer-2000-colorado-rapids-new-york-rb/"
"San Jose Earthquakes","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","1:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-san-jose-earthquakes-chicago-fire/"
"Miami Fusion","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","2:3","http://usa.worldfootball.net/report/major-league-soccer-2000-miami-fusion-tampa-bay-mutiny/"
"MetroStars","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","0:0 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-new-york-rb-san-jose-earthquakes/"
"Columbus Crew","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","1:2","http://usa.worldfootball.net/report/major-league-soccer-2000-columbus-crew-tampa-bay-mutiny_2/"
"Colorado Rapids","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","1:0","http://usa.worldfootball.net/report/major-league-soccer-2000-colorado-rapids-fc-dallas/"
"D.C. United","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:2","http://usa.worldfootball.net/report/major-league-soccer-2000-d-c-united-los-angeles-galaxy/"
"Dallas Burn","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","4:2","http://usa.worldfootball.net/report/major-league-soccer-2000-fc-dallas-los-angeles-galaxy/"
"Tampa Bay Mutiny","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","0:2","http://usa.worldfootball.net/report/major-league-soccer-2000-tampa-bay-mutiny-new-york-rb_2/"
"Columbus Crew","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","2:1","http://usa.worldfootball.net/report/major-league-soccer-2000-columbus-crew-san-jose-earthquakes/"
"D.C. United","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","1:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-d-c-united-colorado-rapids/"
"Colorado Rapids","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","2:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-colorado-rapids-chicago-fire_2/"
"San Jose Earthquakes","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","0:0 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-san-jose-earthquakes-sporting-kansas-city_2/"
"Miami Fusion","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","2:1","http://usa.worldfootball.net/report/major-league-soccer-2000-miami-fusion-new-england-revolution/"
"Los Angeles Galaxy","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:0","http://usa.worldfootball.net/report/major-league-soccer-2000-los-angeles-galaxy-columbus-crew/"
"Tampa Bay Mutiny","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","3:0","http://usa.worldfootball.net/report/major-league-soccer-2000-tampa-bay-mutiny-d-c-united/"
"MetroStars","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","2:1","http://usa.worldfootball.net/report/major-league-soccer-2000-new-york-rb-fc-dallas/"
"Miami Fusion","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","3:5","http://usa.worldfootball.net/report/major-league-soccer-2000-miami-fusion-los-angeles-galaxy/"
"Chicago Fire","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","3:1","http://usa.worldfootball.net/report/major-league-soccer-2000-chicago-fire-columbus-crew_2/"
"Kansas City Wizards","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","0:1","http://usa.worldfootball.net/report/major-league-soccer-2000-sporting-kansas-city-new-york-rb/"
"Dallas Burn","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","3:0","http://usa.worldfootball.net/report/major-league-soccer-2000-fc-dallas-d-c-united_2/"
"Colorado Rapids","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","0:1","http://usa.worldfootball.net/report/major-league-soccer-2000-colorado-rapids-san-jose-earthquakes_2/"
"Columbus Crew","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","4:1","http://usa.worldfootball.net/report/major-league-soccer-2000-columbus-crew-new-england-revolution/"
"D.C. United","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","2:2 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-d-c-united-tampa-bay-mutiny/"
"Los Angeles Galaxy","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","1:2","http://usa.worldfootball.net/report/major-league-soccer-2000-los-angeles-galaxy-d-c-united/"
"Chicago Fire","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","0:0 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-chicago-fire-tampa-bay-mutiny/"
"Columbus Crew","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","2:0","http://usa.worldfootball.net/report/major-league-soccer-2000-columbus-crew-sporting-kansas-city/"
"New England Revolution","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","0:2","http://usa.worldfootball.net/report/major-league-soccer-2000-new-england-revolution-new-york-rb_2/"
"Miami Fusion","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","0:3","http://usa.worldfootball.net/report/major-league-soccer-2000-miami-fusion-fc-dallas/"
"San Jose Earthquakes","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","1:2","http://usa.worldfootball.net/report/major-league-soccer-2000-san-jose-earthquakes-colorado-rapids/"
"Kansas City Wizards","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","0:1","http://usa.worldfootball.net/report/major-league-soccer-2000-sporting-kansas-city-new-england-revolution/"
"Dallas Burn","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","1:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-fc-dallas-miami-fusion/"
"Colorado Rapids","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","1:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-colorado-rapids-chicago-fire/"
"Tampa Bay Mutiny","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","2:0","http://usa.worldfootball.net/report/major-league-soccer-2000-tampa-bay-mutiny-los-angeles-galaxy/"
"MetroStars","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","4:2","http://usa.worldfootball.net/report/major-league-soccer-2000-new-york-rb-miami-fusion_2/"
"San Jose Earthquakes","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","1:2","http://usa.worldfootball.net/report/major-league-soccer-2000-san-jose-earthquakes-new-england-revolution/"
"Kansas City Wizards","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","3:1","http://usa.worldfootball.net/report/major-league-soccer-2000-sporting-kansas-city-columbus-crew/"
"D.C. United","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","3:2 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-d-c-united-new-york-rb/"
"Kansas City Wizards","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","3:1","http://usa.worldfootball.net/report/major-league-soccer-2000-sporting-kansas-city-colorado-rapids/"
"Tampa Bay Mutiny","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","0:1","http://usa.worldfootball.net/report/major-league-soccer-2000-tampa-bay-mutiny-chicago-fire_2/"
"New England Revolution","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","1:2","http://usa.worldfootball.net/report/major-league-soccer-2000-new-england-revolution-fc-dallas/"
"San Jose Earthquakes","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:2","http://usa.worldfootball.net/report/major-league-soccer-2000-san-jose-earthquakes-columbus-crew_2/"
"Miami Fusion","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","3:1","http://usa.worldfootball.net/report/major-league-soccer-2000-miami-fusion-d-c-united/"
"Colorado Rapids","San Jose Earthquakes","http://usa.worldfootball.net/teams/san-jose-earthquakes/","2:0","http://usa.worldfootball.net/report/major-league-soccer-2000-colorado-rapids-san-jose-earthquakes/"
"New England Revolution","Columbus Crew","http://usa.worldfootball.net/teams/columbus-crew/","1:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-new-england-revolution-columbus-crew_2/"
"Tampa Bay Mutiny","Dallas Burn","http://usa.worldfootball.net/teams/fc-dallas/","2:1","http://usa.worldfootball.net/report/major-league-soccer-2000-tampa-bay-mutiny-fc-dallas/"
"Kansas City Wizards","Los Angeles Galaxy","http://usa.worldfootball.net/teams/los-angeles-galaxy/","1:5","http://usa.worldfootball.net/report/major-league-soccer-2000-sporting-kansas-city-los-angeles-galaxy/"
"Chicago Fire","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","3:1","http://usa.worldfootball.net/report/major-league-soccer-2000-chicago-fire-new-york-rb/"
"San Jose Earthquakes","Tampa Bay Mutiny","http://usa.worldfootball.net/teams/tampa-bay-mutiny/","1:2","http://usa.worldfootball.net/report/major-league-soccer-2000-san-jose-earthquakes-tampa-bay-mutiny/"
"Los Angeles Galaxy","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","1:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-los-angeles-galaxy-sporting-kansas-city/"
"Miami Fusion","Colorado Rapids","http://usa.worldfootball.net/teams/colorado-rapids/","4:1","http://usa.worldfootball.net/report/major-league-soccer-2000-miami-fusion-colorado-rapids/"
"MetroStars","New England Revolution","http://usa.worldfootball.net/teams/new-england-revolution/","2:1 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-new-york-rb-new-england-revolution/"
"Dallas Burn","D.C. United","http://usa.worldfootball.net/teams/d-c-united/","1:0","http://usa.worldfootball.net/report/major-league-soccer-2000-fc-dallas-d-c-united/"
"Tampa Bay Mutiny","MetroStars","http://usa.worldfootball.net/teams/new-york-rb/","4:3 aet","http://usa.worldfootball.net/report/major-league-soccer-2000-tampa-bay-mutiny-new-york-rb/"
"Dallas Burn","Chicago Fire","http://usa.worldfootball.net/teams/chicago-fire/","3:0","http://usa.worldfootball.net/report/major-league-soccer-2000-fc-dallas-chicago-fire/"
"San Jose Earthquakes","Kansas City Wizards","http://usa.worldfootball.net/teams/sporting-kansas-city/","0:3","http://usa.worldfootball.net/report/major-league-soccer-2000-san-jose-earthquakes-sporting-kansas-city/"
"Columbus Crew","Miami Fusion","http://usa.worldfootball.net/teams/miami-fusion/","2:0","http://usa.worldfootball.net/report/major-league-soccer-2000-columbus-crew-miami-fusion/"
